Name,Total population,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Median age,Median household income($),Male population,Female population,Total educational attainment,High school graduate,Bachelors degree,Masters degree,zip code tabulation area
ZCTA5 01350,103,103,0,0,0,0,0,0,61.1,-666666666,45,58,81,40,3,5,01350
ZCTA5 01351,2741,2647,29,4,0,0,0,61,44.0,96389,1297,1444,2102,398,175,346,01351
ZCTA5 01354,1747,1551,43,0,101,0,0,52,43.5,79135,978,769,1327,269,138,135,01354
ZCTA5 01355,1009,784,0,3,10,0,91,121,55.6,76739,558,451,796,172,92,63,01355
ZCTA5 01360,2871,2628,6,0,2,0,118,117,48.4,94775,1395,1476,2158,476,210,341,01360
ZCTA5 01364,7643,7054,74,11,52,0,12,440,43.1,55773,3633,4010,5499,1927,561,250,01364
ZCTA5 01366,1177,1077,5,0,12,3,11,69,52.0,104205,648,529,926,191,61,159,01366
ZCTA5 01367,504,443,5,0,2,0,15,39,45.3,78125,248,256,358,96,45,18,01367
ZCTA5 01368,1455,1406,0,0,2,0,19,28,48.2,98542,854,601,1036,274,129,66,01368
ZCTA5 01370,3713,3350,15,0,56,0,0,292,52.4,74680,1782,1931,2965,471,294,567,01370
ZCTA5 01373,4921,4789,11,0,1,0,0,120,52.3,96546,2356,2565,3859,642,570,551,01373
ZCTA5 01375,3658,2878,101,0,551,0,50,78,34.0,59185,1812,1846,2622,330,309,438,01375
ZCTA5 01376,4868,4395,18,0,6,0,219,230,47.7,53671,2455,2413,3760,1240,354,373,01376
ZCTA5 01378,814,787,0,0,9,0,0,18,50.4,89643,405,409,673,212,41,66,01378
ZCTA5 01379,779,662,50,0,18,0,7,42,52.0,66290,383,396,656,128,54,97,01379
ZCTA5 01380,25,25,0,0,0,0,0,0,30.8,-666666666,23,2,25,9,0,2,01380
ZCTA5 01420,41661,28738,2980,103,724,0,2778,6338,37.7,65599,20137,21524,27996,7457,2540,1712,01420
ZCTA5 01430,6457,5975,48,14,54,0,48,318,38.8,111801,3374,3083,4422,799,668,471,01430
ZCTA5 01431,3187,3089,0,0,15,0,0,83,51.6,105750,1615,1572,2505,597,243,431,01431
ZCTA5 01432,8118,6291,236,8,131,0,398,1054,40.0,99375,3977,4141,5906,1021,547,606,01432
ZCTA5 01434,1763,1066,418,16,212,0,22,29,46.0,106875,1396,367,1399,188,118,134,01434
ZCTA5 01436,3694,3582,18,0,0,0,82,12,32.8,90225,2213,1481,2438,575,240,152,01436
ZCTA5 01438,385,382,3,0,0,0,0,0,19.4,83953,196,189,168,31,33,7,01438
ZCTA5 01440,21231,18204,496,44,678,0,694,1115,45.1,57289,11172,10059,16295,4526,2032,894,01440
ZCTA5 01450,11212,9748,50,0,536,0,69,809,41.0,186750,5727,5485,7316,934,410,1552,01450
ZCTA5 01451,5362,4713,0,0,258,0,0,391,41.6,199191,2616,2746,3688,274,157,946,01451
ZCTA5 01452,4338,3967,121,10,109,0,5,126,42.3,114922,2175,2163,3055,699,418,285,01452
ZCTA5 01453,43550,33333,2835,45,1288,0,1656,4393,43.0,75954,22131,21419,31719,7862,3219,3080,01453
ZCTA5 01460,10084,8833,62,5,715,0,147,322,42.3,151488,4969,5115,7081,1420,423,1445,01460
ZCTA5 01462,11765,10643,225,0,112,0,325,460,43.0,106473,5940,5825,8359,2052,810,1104,01462
ZCTA5 01463,11667,10192,289,0,633,0,83,470,42.9,124052,5649,6018,8293,1739,656,1271,01463
ZCTA5 01464,7092,6009,526,3,145,15,255,139,46.3,114118,4380,2712,5742,1483,478,556,01464
ZCTA5 01468,4009,3826,0,0,72,0,0,111,43.9,106581,1916,2093,3067,652,515,289,01468
ZCTA5 01469,7168,6259,283,0,296,0,48,282,40.8,100402,3512,3656,5051,1180,592,491,01469
ZCTA5 01473,8220,8013,0,0,53,12,0,142,48.6,95674,3871,4349,6232,1617,728,973,01473
ZCTA5 01474,1902,1721,0,0,0,0,55,126,51.8,117109,995,907,1391,426,140,143,01474
ZCTA5 01475,10180,8817,129,0,434,0,137,663,39.7,85379,5022,5158,7034,2122,848,500,01475
ZCTA5 01501,16763,15383,78,0,453,0,230,619,43.8,101992,7764,8999,12249,3002,1202,1758,01501
ZCTA5 01503,3514,3217,36,0,108,0,3,150,49.7,123077,1672,1842,2781,665,158,452,01503
ZCTA5 01504,9195,8053,286,0,177,24,116,539,43.4,95132,4305,4890,6722,1854,788,610,01504
ZCTA5 01505,4855,4507,15,0,169,0,22,142,46.3,133292,2489,2366,3687,503,360,698,01505
ZCTA5 01506,3443,3269,13,0,6,0,107,48,50.6,71122,1620,1823,2546,873,211,155,01506
ZCTA5 01507,13338,12537,82,14,24,0,59,622,43.0,113896,6646,6692,9094,2326,778,1280,01507
ZCTA5 01510,15347,13025,254,23,281,0,747,1017,38.0,89888,7586,7761,11076,2542,1219,1164,01510
ZCTA5 01515,2120,1979,21,0,33,0,10,77,51.7,77122,1058,1062,1621,611,171,85,01515
ZCTA5 01516,9213,8829,17,0,29,0,116,222,43.3,138276,4300,4913,6459,1649,607,668,01516
ZCTA5 01518,3047,2840,34,0,88,0,67,18,35.3,102500,1434,1613,2095,511,195,476,01518
ZCTA5 01519,7634,6593,43,0,529,0,52,417,40.3,144452,3900,3734,5001,758,310,904,01519
ZCTA5 01520,16893,14763,445,12,376,33,186,1078,41.5,141508,8221,8672,11424,1511,1150,2328,01520
ZCTA5 01521,2585,2451,0,31,21,0,0,82,51.2,81250,1330,1255,2013,490,266,158,01521
ZCTA5 01522,2890,2731,48,22,29,0,0,60,42.0,116894,1547,1343,1996,253,210,419,01522
ZCTA5 01523,8395,7454,336,13,61,0,150,381,42.0,111506,4510,3885,6191,1015,337,742,01523
ZCTA5 01524,6077,5517,239,0,52,0,65,204,42.2,88933,3198,2879,4259,1130,569,387,01524
ZCTA5 01525,31,31,0,0,0,0,0,0,-666666666.0,-666666666,31,0,31,0,0,0,01525
ZCTA5 01527,13852,11836,180,24,641,41,38,1092,44.0,109119,6683,7169,10219,2476,1142,1158,01527
ZCTA5 01529,3176,2994,25,0,18,0,23,116,47.7,95144,1576,1600,2354,549,222,157,01529
ZCTA5 01531,984,939,23,0,2,0,4,16,48.3,99318,480,504,758,163,69,76,01531
ZCTA5 01532,15647,12229,515,0,1718,0,424,761,44.8,160801,7369,8278,10993,1382,676,2876,01532
ZCTA5 01534,5893,5380,129,0,141,12,77,154,47.0,123370,2900,2993,4334,949,405,617,01534
ZCTA5 01535,4750,4581,74,0,6,0,17,72,47.7,80380,2398,2352,3515,1199,273,311,01535
ZCTA5 01536,7282,5568,202,64,496,0,87,865,41.4,103793,3531,3751,5178,964,406,863,01536
ZCTA5 01537,1935,1796,82,0,0,0,1,56,35.5,67750,848,1087,1282,285,140,59,01537
ZCTA5 01540,11420,10492,139,0,102,0,343,344,42.1,100757,5490,5930,8318,2743,929,751,01540
ZCTA5 01541,3497,3333,17,0,0,0,30,117,49.4,163750,1770,1727,2565,229,212,533,01541
ZCTA5 01542,2815,2499,127,0,0,0,40,149,46.0,106719,1420,1395,2101,498,264,291,01542
ZCTA5 01543,9102,8598,67,0,284,0,30,123,41.4,150685,4881,4221,5934,1436,549,759,01543
ZCTA5 01545,38734,25504,1372,48,9025,0,605,2180,39.7,127088,19158,19576,26799,3315,1484,6919,01545
ZCTA5 01550,17669,12301,874,129,201,0,1575,2589,38.6,55182,8599,9070,11571,3502,1078,452,01550
ZCTA5 01560,4734,3508,96,0,592,0,124,414,38.6,94464,2409,2325,3368,885,270,627,01560
ZCTA5 01561,0,0,0,0,0,0,0,0,-666666666.0,-666666666,0,0,0,0,0,0,01561
ZCTA5 01562,11955,11073,116,0,80,0,209,477,47.7,76225,6362,5593,9163,3311,628,725,01562
ZCTA5 01564,8053,7716,69,20,22,0,72,154,51.1,131058,3975,4078,6308,1377,443,906,01564
ZCTA5 01566,6795,6092,92,27,253,0,103,228,49.0,122844,3298,3497,4914,850,668,711,01566
ZCTA5 01568,7828,6501,426,13,312,0,104,472,44.6,147198,3833,3995,5525,715,372,1082,01568
ZCTA5 01569,14039,12983,220,104,81,0,168,483,43.5,124057,6907,7132,10210,2622,1165,1114,01569
ZCTA5 01570,17671,13735,1056,92,176,0,1378,1234,40.6,70644,8535,9136,12670,3639,1145,775,01570
ZCTA5 01571,11885,10385,546,0,428,0,113,413,41.0,87306,5754,6131,7588,2057,895,597,01571
ZCTA5 01581,21360,13276,704,6,5741,0,769,864,38.9,133145,10595,10765,14806,1539,837,3611,01581
ZCTA5 01583,7476,6581,278,2,85,0,170,360,46.8,97736,3810,3666,5811,1116,660,838,01583
ZCTA5 01585,4841,4711,0,54,0,0,42,34,52.6,69767,2215,2626,4001,1140,433,267,01585
ZCTA5 01588,10468,9487,22,0,35,0,267,657,38.8,88487,4999,5469,7120,2013,622,710,01588
ZCTA5 01590,9268,8522,83,0,141,0,24,498,42.5,138750,4572,4696,6627,1426,527,1205,01590
ZCTA5 01602,25869,18244,2942,14,1392,48,982,2247,39.9,86128,12457,13412,17664,3535,1031,2461,01602
ZCTA5 01603,20678,11575,2086,139,2877,34,1159,2808,35.3,58797,10128,10550,14213,3624,1269,637,01603
ZCTA5 01604,40724,25323,6382,142,2808,61,2757,3251,36.7,68823,21115,19609,29038,7614,2628,2228,01604
ZCTA5 01605,30590,17508,4284,116,1290,29,2918,4445,32.1,51360,15032,15558,19594,5281,1759,1490,01605
ZCTA5 01606,22636,15244,2426,0,1475,0,969,2522,39.9,82640,11256,11380,16147,3526,1160,2131,01606
ZCTA5 01607,8630,5283,1699,0,117,0,348,1183,36.3,63718,4244,4386,5982,1571,590,365,01607
ZCTA5 01608,5080,2287,495,373,453,0,400,1072,29.7,41319,2641,2439,3063,601,270,174,01608
ZCTA5 01609,23256,16003,2047,21,1373,0,1091,2721,31.9,58246,12468,10788,13545,2556,887,1989,01609
ZCTA5 01610,27033,13891,3801,16,2054,55,2519,4697,27.5,39570,12508,14525,14473,3736,937,805,01610
ZCTA5 01611,2188,1968,43,0,4,0,64,109,41.9,113276,1133,1055,1465,398,129,104,01611
ZCTA5 01612,5013,4572,131,0,49,0,23,238,36.9,130787,2532,2481,3218,440,431,612,01612
ZCTA5 01701,32973,23957,1539,30,2971,0,1881,2595,43.5,124532,16319,16654,24114,3428,1596,4944,01701
ZCTA5 01702,38898,19267,3044,39,2429,24,8359,5736,35.1,76636,19717,19181,26011,5666,1473,3184,01702
ZCTA5 01718,737,329,0,0,265,0,0,143,38.1,-666666666,412,325,497,0,37,172,01718
ZCTA5 01719,5462,3798,514,0,958,0,77,115,41.8,151207,2562,2900,3682,176,202,910,01719
ZCTA5 01720,23081,14705,886,0,5755,0,243,1492,44.2,151339,10950,12131,15949,956,591,4994,01720
ZCTA5 01721,18634,13585,856,64,2598,0,653,878,41.8,124311,9166,9468,13930,1821,770,3099,01721
ZCTA5 01730,14408,10296,343,8,2782,0,202,777,43.3,143424,6854,7554,10117,1071,465,2811,01730
ZCTA5 01731,1784,941,44,0,267,0,353,179,25.5,71250,1059,725,913,144,253,141,01731
ZCTA5 01740,5653,4828,0,28,353,0,106,338,40.7,191208,2810,2843,3801,338,185,1072,01740
ZCTA5 01741,5209,4396,3,0,548,0,44,218,45.4,247656,2801,2408,3522,133,250,1033,01741
ZCTA5 01742,18311,15071,658,34,876,0,267,1405,46.4,183657,9195,9116,12748,919,466,4271,01742
ZCTA5 01745,554,410,0,0,138,0,0,6,35.1,162350,204,350,357,30,50,72,01745
ZCTA5 01746,14902,13005,86,0,810,0,313,688,45.1,149614,7693,7209,10488,1138,704,2269,01746
ZCTA5 01747,6021,5675,94,0,22,0,0,230,43.3,120750,2701,3320,3976,934,312,541,01747
ZCTA5 01748,18748,14251,146,31,3077,0,313,930,41.9,191439,9419,9329,12503,1167,650,3720,01748
ZCTA5 01749,19947,16660,167,145,961,11,668,1335,43.4,103086,9677,10270,14561,2716,995,1791,01749
ZCTA5 01752,41391,26801,1418,100,2138,53,5970,4911,38.1,94199,19995,21396,29573,7073,2054,3924,01752
ZCTA5 01754,10671,9238,49,0,460,0,123,801,40.8,112524,5402,5269,7580,961,415,1615,01754
ZCTA5 01756,6238,5881,27,0,36,0,21,273,44.7,135909,2956,3282,4328,859,504,451,01756
ZCTA5 01757,30411,22342,1196,263,755,0,2877,2978,40.0,93100,15881,14530,21774,5624,2109,2000,01757
ZCTA5 01760,36274,28838,592,52,4978,8,389,1417,42.4,133623,17477,18797,26360,3375,1256,6779,01760
ZCTA5 01770,4404,3664,9,0,342,0,14,375,44.3,242688,2133,2271,2915,178,111,945,01770
ZCTA5 01772,9867,7577,51,0,1553,0,367,319,42.2,188000,4529,5338,6681,591,314,1785,01772
ZCTA5 01773,5216,4658,44,0,247,0,0,267,51.2,185288,2443,2773,3713,98,105,1126,01773
ZCTA5 01775,7111,5950,212,0,400,0,232,317,41.0,166833,3787,3324,4884,407,204,1430,01775
ZCTA5 01776,18926,15570,297,7,1911,23,172,946,43.8,234427,9338,9588,12601,731,317,3827,01776
ZCTA5 01778,14070,11305,120,0,1799,18,169,659,44.0,207721,6937,7133,9656,488,339,2559,01778
ZCTA5 01801,40992,31205,2096,28,3929,0,1571,2163,39.2,104780,20032,20960,29258,6334,2245,4800,01801
ZCTA5 01803,26004,20037,559,15,3793,48,273,1279,43.9,134189,12643,13361,19085,3237,1216,3316,01803
ZCTA5 01810,35612,26580,816,37,5348,0,789,2042,43.7,162694,17303,18309,24689,1870,1144,7146,01810
ZCTA5 01821,30854,25029,1531,0,2770,41,403,1080,43.1,138397,14968,15886,22530,5140,2384,3314,01821
ZCTA5 01824,26612,21871,486,25,2321,0,454,1455,43.6,137778,12963,13649,18853,2533,1778,3915,01824
ZCTA5 01826,32309,27190,1179,0,1581,0,520,1839,41.3,102335,16388,15921,22720,7019,1655,1628,01826
ZCTA5 01827,3359,3038,37,0,117,0,3,164,41.8,193583,1747,1612,2281,286,206,427,01827
ZCTA5 01830,26885,19091,1173,42,320,0,2742,3517,38.5,72195,13115,13770,18606,4763,1645,1364,01830
ZCTA5 01832,25707,17523,723,32,563,0,3231,3635,38.6,78151,12584,13123,17913,5178,1657,1190,01832
ZCTA5 01833,8389,7668,100,7,86,0,13,515,41.8,148810,4109,4280,5848,896,434,1024,01833
ZCTA5 01834,6742,6613,0,0,11,0,41,77,42.2,131952,3254,3488,4893,915,398,824,01834
ZCTA5 01835,14681,11467,682,0,98,0,680,1754,35.7,102162,7243,7438,9929,1798,1579,1098,01835
ZCTA5 01840,6977,1615,241,44,0,0,4311,766,34.9,30696,2939,4038,4473,1324,176,164,01840
ZCTA5 01841,52738,12149,2753,143,690,0,27948,9055,30.6,51574,26168,26570,31560,9779,1288,582,01841
ZCTA5 01843,28352,9192,1541,68,1162,0,12933,3456,32.1,72630,14618,13734,17848,5213,1384,937,01843
ZCTA5 01844,52780,32832,2910,114,2205,0,9139,5580,40.6,93739,25375,27405,36835,9266,3142,3410,01844
ZCTA5 01845,31624,26158,858,99,2139,0,871,1499,38.4,131852,15918,15706,20571,2939,1838,4251,01845
ZCTA5 01850,16806,9638,2139,0,2537,88,1078,1326,33.5,66069,8333,8473,10503,3469,1023,479,01850
ZCTA5 01851,32323,12037,2907,106,13492,0,1594,2187,34.8,79330,15994,16329,21836,5136,1516,2177,01851
ZCTA5 01852,36546,23206,3137,182,5226,33,2462,2300,37.4,76272,17740,18806,25421,6583,1887,2695,01852
ZCTA5 01854,29062,17419,2667,8,4658,21,1551,2738,31.7,66645,14919,14143,17876,5207,1388,1310,01854
ZCTA5 01860,6717,6292,0,0,43,0,1,381,48.2,100321,3527,3190,4903,1168,537,400,01860
ZCTA5 01862,11126,8225,1016,0,589,0,768,528,43.1,125159,6064,5062,8555,2198,748,618,01862
ZCTA5 01863,9570,8001,248,11,853,0,164,293,42.0,128682,4662,4908,6902,1288,650,1105,01863
ZCTA5 01864,15529,13710,177,0,676,0,143,823,43.9,141442,7861,7668,10985,1763,870,2009,01864
ZCTA5 01867,25443,22185,106,14,1632,0,185,1321,44.2,154505,12602,12841,17965,2496,1015,4273,01867
ZCTA5 01876,30817,27553,947,0,1293,0,208,816,47.1,120891,14726,16091,23562,5722,2013,2939,01876
ZCTA5 01879,12385,10125,227,0,1183,0,528,322,37.5,140901,5976,6409,8034,1383,641,1312,01879
ZCTA5 01880,27026,24446,281,14,1099,0,261,925,43.3,125707,13495,13531,19939,3735,1521,3572,01880
ZCTA5 01886,24524,17505,201,32,5553,0,393,840,42.4,174424,12215,12309,16114,1692,1033,4629,01886
ZCTA5 01887,23191,20256,407,21,1197,0,15,1295,42.1,151034,12154,11037,15962,3499,1207,2259,01887
ZCTA5 01890,22809,17075,557,77,3600,6,266,1228,42.3,208531,10614,12195,15326,1324,485,4552,01890
ZCTA5 01901,1658,747,395,46,9,0,371,90,54.3,20699,834,824,1470,252,79,209,01901
ZCTA5 01902,51931,19874,7800,247,2621,0,13719,7670,34.9,59445,25279,26652,33501,9326,2676,1464,01902
ZCTA5 01904,20078,13754,1064,16,1115,82,2827,1220,40.8,94809,10367,9711,13996,3406,1291,1332,01904
ZCTA5 01905,26986,12995,4277,207,2065,0,3937,3505,33.2,74792,13688,13298,17262,4477,1660,582,01905
ZCTA5 01906,28566,23398,949,14,864,25,1594,1722,44.4,96064,14013,14553,21570,6655,2117,1895,01906
ZCTA5 01907,15208,13564,462,57,440,0,82,603,45.1,116161,7176,8032,11054,1307,774,2300,01907
ZCTA5 01908,3336,3146,63,0,20,0,17,90,58.1,105867,1519,1817,2697,484,185,530,01908
ZCTA5 01913,17279,15369,538,15,171,0,203,983,44.7,91010,8345,8934,12878,2628,1696,1458,01913
ZCTA5 01915,41611,36416,1224,96,1075,5,539,2256,39.7,98474,19960,21651,28477,5486,2838,4512,01915
ZCTA5 01921,8234,7642,2,0,93,0,0,497,49.8,203750,4217,4017,5840,594,520,1347,01921
ZCTA5 01922,3827,3602,0,0,32,0,98,95,45.9,197583,1771,2056,2715,416,283,516,01922
ZCTA5 01923,27734,25236,675,30,667,67,409,650,44.3,116636,13039,14695,20754,4043,1849,2946,01923
ZCTA5 01929,3648,3581,0,0,0,0,26,41,45.0,133026,1853,1795,2575,332,203,649,01929
ZCTA5 01930,29830,27121,368,20,749,0,547,1025,51.0,84465,14685,15145,23026,5847,2279,2863,01930
ZCTA5 01937,176,153,0,0,11,0,12,0,53.3,-666666666,152,24,176,77,0,0,01937
ZCTA5 01938,13791,12871,137,0,278,0,54,451,47.9,123266,6640,7151,10210,1759,826,1805,01938
ZCTA5 01940,13072,10759,287,0,1071,0,389,566,41.2,157955,6210,6862,8910,1687,511,2031,01940
ZCTA5 01944,5386,5073,0,0,39,0,182,92,47.8,209052,2786,2600,3807,144,192,1001,01944
ZCTA5 01945,20373,19437,228,111,204,0,88,305,49.6,163561,9740,10633,14681,1145,916,3556,01945
ZCTA5 01949,9668,8612,165,19,232,0,80,560,44.6,168245,5438,4230,7400,1960,680,677,01949
ZCTA5 01950,18356,17198,103,0,277,0,51,727,46.5,127306,8211,10145,13325,1596,736,2806,01950
ZCTA5 01951,2896,2590,0,0,96,0,26,184,57.5,163077,1341,1555,2310,281,155,497,01951
ZCTA5 01952,9182,8044,103,21,287,0,153,574,49.4,97237,4513,4669,7026,1676,695,870,01952
ZCTA5 01960,54057,45949,1696,56,843,0,1698,3815,46.8,91032,25873,28184,40166,11222,4152,3747,01960
ZCTA5 01965,803,757,0,0,0,0,28,18,64.8,241003,401,402,747,16,19,47,01965
ZCTA5 01966,6973,6608,45,6,15,0,27,272,58.4,95091,3162,3811,5658,620,525,1222,01966
ZCTA5 01969,6175,5819,0,0,122,0,0,234,48.5,135396,3013,3162,4622,872,506,837,01969
ZCTA5 01970,44435,34016,2614,95,1367,0,2788,3555,38.0,79267,20176,24259,32149,6475,2225,4753,01970
ZCTA5 01982,7612,7150,54,0,253,0,11,144,43.1,139250,3714,3898,5286,681,224,1024,01982
ZCTA5 01983,6532,5587,116,0,370,0,10,449,43.4,162734,3272,3260,4688,452,409,1094,01983
ZCTA5 01984,4933,4560,118,0,128,4,24,99,25.3,181982,2351,2582,2467,233,102,544,01984
ZCTA5 01985,4521,3994,0,30,92,0,0,405,50.5,181125,2231,2290,3324,303,267,713,01985
ZCTA5 02019,17025,14449,141,0,199,0,560,1676,38.3,116152,8517,8508,11330,3090,1056,1306,02019
ZCTA5 02021,24293,18327,2204,138,2032,0,468,1124,43.1,130134,11953,12340,17567,2333,1358,3756,02021
ZCTA5 02025,8330,7795,65,32,50,55,68,265,44.1,178013,4119,4211,5686,599,263,1458,02025
ZCTA5 02026,25150,21272,1498,13,588,49,454,1276,43.7,118877,11753,13397,18508,3221,1029,3555,02026
ZCTA5 02030,5886,4640,99,0,770,0,50,327,46.2,250001,3091,2795,3777,79,91,1160,02030
ZCTA5 02032,4847,3537,133,0,544,0,0,633,37.7,170174,2525,2322,3078,470,279,620,02032
ZCTA5 02035,18476,15203,782,12,1209,0,147,1123,42.9,104350,9091,9385,12731,1923,846,2625,02035
ZCTA5 02038,32777,28921,489,10,1855,0,93,1409,42.0,138062,15656,17121,22301,3806,1916,3793,02038
ZCTA5 02043,24143,22691,215,17,579,0,57,584,46.0,170326,11683,12460,16759,1831,1039,4027,02043
ZCTA5 02045,10116,9641,8,0,156,0,125,186,54.2,128022,4656,5460,8198,1503,675,1181,02045
ZCTA5 02047,218,218,0,0,0,0,0,0,43.2,-666666666,92,126,189,58,32,0,02047
ZCTA5 02048,23831,20558,454,53,1552,0,478,736,41.3,125506,11456,12375,16722,2853,1472,2698,02048
ZCTA5 02050,25915,24730,288,27,182,13,169,506,46.3,118633,12801,13114,18730,3327,1618,2724,02050
ZCTA5 02052,12844,11394,199,0,536,0,23,692,40.9,215099,6407,6437,8365,483,533,2180,02052
ZCTA5 02053,13164,11128,196,11,721,0,118,990,39.2,165614,6154,7010,9172,1205,814,1468,02053
ZCTA5 02054,8565,7671,156,0,222,0,89,427,45.6,140816,3999,4566,6145,1364,465,886,02054
ZCTA5 02056,11527,9838,775,2,224,0,155,533,41.1,182716,6507,5020,8111,974,520,1499,02056
ZCTA5 02061,11281,10306,36,0,410,4,133,392,38.6,179777,5638,5643,7184,998,514,1293,02061
ZCTA5 02062,31343,24035,2102,6,2088,0,1394,1718,39.0,98653,15499,15844,23082,3794,1824,3711,02062
ZCTA5 02066,18718,17072,42,0,378,0,423,803,48.4,127255,8675,10043,13386,1411,1240,2768,02066
ZCTA5 02067,18473,12850,548,33,3535,0,378,1129,41.9,181545,8851,9622,12656,1194,666,3505,02067
ZCTA5 02071,1480,1334,0,0,0,0,69,77,30.9,200496,759,721,1021,146,58,28,02071
ZCTA5 02072,29051,18527,5208,0,1627,36,1631,2022,45.7,98145,13354,15697,21490,5011,1710,2969,02072
ZCTA5 02081,19990,17943,503,67,641,0,94,742,42.3,141599,9653,10337,13734,2205,962,2382,02081
ZCTA5 02090,16149,12724,449,0,1800,0,286,890,42.7,192887,7770,8379,10513,936,678,2382,02090
ZCTA5 02093,12173,11209,248,12,250,0,26,428,47.3,151833,6365,5808,8897,1541,596,1442,02093
ZCTA5 02108,4218,3598,176,0,107,0,186,151,38.7,170379,2269,1949,3020,238,93,758,02108
ZCTA5 02109,3559,2893,42,0,381,0,11,232,35.4,162179,1630,1929,3136,165,37,593,02109
ZCTA5 02110,2337,2000,129,0,103,13,20,72,51.6,126157,1193,1144,1989,61,36,582,02110
ZCTA5 02111,8417,3347,202,27,3958,0,153,730,30.7,72321,4212,4205,5182,663,145,1122,02111
ZCTA5 02113,6688,5977,238,8,213,0,179,73,30.0,106625,3153,3535,5032,313,254,893,02113
ZCTA5 02114,13356,10145,413,13,1158,0,555,1072,32.7,121418,7140,6216,11335,512,282,2549,02114
ZCTA5 02115,27838,16024,2595,28,5302,88,1178,2623,22.1,51454,12824,15014,11575,1242,536,2065,02115
ZCTA5 02116,22286,15072,1150,45,3442,126,695,1756,34.4,131648,10115,12171,16400,1290,360,4321,02116
ZCTA5 02118,28392,13979,4843,229,4452,0,2506,2383,37.3,74155,14030,14362,22071,2621,890,2983,02118
ZCTA5 02119,26821,4972,13328,148,721,0,3948,3704,34.7,37158,12689,14132,18324,3803,989,1465,02119
ZCTA5 02120,14364,5850,2892,137,2525,4,1880,1076,23.8,51698,7294,7070,6602,862,210,687,02120
ZCTA5 02121,29820,3386,16227,27,203,0,4439,5538,33.2,42411,13532,16288,19207,5367,1138,1241,02121
ZCTA5 02122,24705,8681,7074,132,3756,0,1988,3074,36.6,81025,12456,12249,17905,3894,823,2099,02122
ZCTA5 02124,55336,11458,27518,113,3672,7,3740,8828,36.3,72189,26038,29298,37415,8369,2782,3646,02124
ZCTA5 02125,31903,11150,9656,292,3508,0,3507,3790,33.6,64983,14889,17014,22574,5002,1105,3003,02125
ZCTA5 02126,24994,1838,18306,9,289,0,1132,3420,36.9,66689,11321,13673,17536,4637,1287,1425,02126
ZCTA5 02127,36175,28507,1679,32,2527,0,1119,2311,32.4,145357,17485,18690,29130,3445,755,5213,02127
ZCTA5 02128,45357,21623,1437,284,1844,39,3249,16881,33.7,84023,24026,21331,33254,7630,1183,2912,02128
ZCTA5 02129,19832,14998,1394,2,1602,0,397,1439,35.8,146815,9206,10626,15026,1569,456,3390,02129
ZCTA5 02130,41479,26372,5282,219,2640,19,3010,3937,35.0,114933,19595,21884,32085,3079,903,7976,02130
ZCTA5 02131,31637,17556,7669,62,684,0,2542,3124,38.5,101566,15264,16373,23402,3987,1432,4109,02131
ZCTA5 02132,26488,19931,1309,78,2302,0,769,2099,43.6,132457,12928,13560,20253,2314,1446,4151,02132
ZCTA5 02133,0,0,0,0,0,0,0,0,-666666666.0,-666666666,0,0,0,0,0,0,02133
ZCTA5 02134,17969,10829,985,101,4129,0,737,1188,27.8,80027,9193,8776,12268,831,482,3037,02134
ZCTA5 02135,44480,28348,2461,149,7546,80,2873,3023,30.2,87603,21834,22646,33606,3117,1103,6931,02135
ZCTA5 02136,39498,10499,20371,88,803,150,3359,4228,37.7,91579,18516,20982,27701,6476,3105,2699,02136
ZCTA5 02138,38006,24624,2278,99,6634,2,879,3490,29.2,118320,18537,19469,23115,718,424,7273,02138
ZCTA5 02139,39856,21992,5647,36,7561,110,1104,3406,29.8,117124,20481,19375,26731,1723,621,6397,02139
ZCTA5 02140,21553,12417,3339,10,3977,8,319,1483,34.7,137792,10708,10845,16378,1049,340,5163,02140
ZCTA5 02141,14402,9065,1258,12,2796,10,315,946,31.4,103451,7172,7230,10449,851,308,2677,02141
ZCTA5 02142,4474,2042,288,22,1801,0,34,287,30.9,150294,2379,2095,3613,35,92,869,02142
ZCTA5 02143,25329,18885,862,46,2590,6,992,1948,32.8,118440,12373,12956,20262,1847,424,4882,02143
ZCTA5 02144,25022,19589,835,72,2390,0,76,2060,31.4,133627,12339,12683,18646,1676,488,4407,02144
ZCTA5 02145,27692,18482,1404,104,2860,7,2344,2491,33.5,113469,14235,13457,21115,3091,1148,3253,02145
ZCTA5 02148,65463,31501,8686,118,17983,0,2486,4689,35.4,90295,33848,31615,47167,9708,3217,6160,02148
ZCTA5 02149,48685,22397,6676,459,4337,94,4647,10075,36.0,77796,25654,23031,34104,10237,1853,1695,02149
ZCTA5 02150,39875,13536,2472,221,1124,0,4975,17547,34.5,70968,20891,18984,27059,7078,1174,1289,02150
ZCTA5 02151,60592,35548,2404,64,3595,0,7609,11372,39.6,78882,29976,30616,44379,14425,2822,2766,02151
ZCTA5 02152,19031,15006,747,345,306,0,1108,1519,44.7,98901,8871,10160,14567,3542,1241,1551,02152
ZCTA5 02155,63873,44322,4976,16,7541,37,2298,4683,34.5,115048,30295,33578,45531,8155,2466,8025,02155
